tweet
"COVID-19 Preventive and Safety Measures.

#AiBnigeria #covi̇d_19 
#StayHomeStaySafe https://t.co/VjMMTvci6N"
"COVID-19 Response Prayers – Day 15 https://t.co/7CZ1cAab7C https://t.co/YtQrxSDwQY"
"We live in a very dangerous world today. There is a lot of information the mainstream press is not disseminating ab… https://t.co/ukSLUcDs8F"
"Nigerians react as Gov Yahaya Bello says Kogi has an App For testing COVID-19 https://t.co/itYx3KJlcy"
"Testing should be ramped up with immediate effect so as to be able to have enough data on hand to formulate an effi… https://t.co/ZODM4zKe8H"
"Oh dear!"
"New post: Gov. Tambuwal blocks suspected COVID-19 Patient from entering Sokoto [VIDEO] https://t.co/ptpcUglI1b"
"President of UCH Resident Doctors tests positive for COVID-19 https://t.co/aOPXIQt7U5"
"Army officer who was Ondo state’s Index case of Coronavirus, has recovered https://t.co/DSvwTPak5Y https://t.co/hyaNw49aJr"
"A little Song on COVID-19 https://t.co/5nxpMc1eJh"
"Lagos Hospital warns visitors to isolate as staff tests positive - Coronavirus - https://t.co/m4qUtCAuLz #Notice… https://t.co/4uyzw30d32"
"Germany opens some shops as Merkel warns of second wave of coronavirus https://t.co/g4NCkTEIdC"
"Unconscious third COVID-19 patient in Ekiti stabilised, 70 isolated – Health Commissioner - https://t.co/YYWboLVNIn… https://t.co/suDqnQoha9"
"Tells us a lot about the members of the club and their values. Nice one."
"What is COVID-19?

COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new… https://t.co/lJsn6ijXNt"
"Coronavirus: El-Rufai debunks rumours of admission in ICU https://t.co/XhECl4Hyj8"
"The ease with which COVID-19 jumps from person to person is staggering.

The explosive spread of the virus is such… https://t.co/hCKzMH48Al"
"Coronavirus is every step ahead of us. We are just catching up.
- @ChrisCuomo @WHO https://t.co/i8UyGGw4rU"
"Coronavirus: Saka, Arsenal Teammates Agree 12.5% Pay cut Until March 2021 https://t.co/VkpPmxCpGg https://t.co/lpjqF9lOq8"
"JUST IN: Oyo, Osun, Ekiti get 1,800 bags of rice each from FG as COVID-19 Palliative https://t.co/Hz19bJhoyL https://t.co/LlJGduw0ry"
"They thought it was the apocalypse"
"I hope NCDC are factoring in the 1 Million Boys in the daily COVID-19 tests and results for Lagos State. If not, we… https://t.co/xfPVAsByAi"
"Covid-19 : Alapomu Of Apomuland kick-starts Distribution Of Relief Materials https://t.co/cSD161ufT0 https://t.co/RGSSFe3LXK"
"@MSayyadiJibia @Muhd_YBK @GovUmarGanduje @NCDCgov @KNSMOH @dawisu Who said they're dying because of Coronavirus? Wh… https://t.co/RhMaVLezR7"
